id,list_price,list_price_2,selling_price,quantity,bonus_coefficient,discount_coefficient,minimum_quantity,maximum_quantity,stock_available,timestamp,offer_id,product_id,suboffer_id
253,6006.61,0.00,0.00,0,1.00,1.00,0,99999999,905,2024-12-19 22:50:10.406554+00,46,135,57
250,15471.10,0.00,0.00,0,1.00,1.00,0,99999999,992,2025-01-02 17:21:38.284284+00,45,124,56
241,14228.60,0.00,0.00,0,1.00,1.00,1,99999999,986,2024-11-26 12:56:05.792108+00,44,336,53
242,8378.71,0.00,0.00,0,1.00,1.00,0,99999999,915,2024-11-26 12:56:05.800247+00,44,331,53
365,9995.00,0.00,0.00,0,1.00,1.00,0,99999999,99451,2025-06-30 15:35:51.954601+00,61,83,104
428,13714.00,0.00,0.00,0,1.00,1.00,0,99999999,1000,2025-03-06 15:31:55.581785+00,70,471,121
243,31397.10,0.00,0.00,0,1.00,1.00,3,99999999,988,2024-11-26 12:56:05.817673+00,44,356,54
254,9200.00,0.00,0.00,0,1.00,1.00,1,99999999,950,2025-01-23 19:57:02.991889+00,46,198,58
240,11177.30,0.00,0.00,0,1.00,1.00,0,99999999,954,2024-11-22 11:24:49.741492+00,43,333,52
361,6895.20,0.00,0.00,0,1.00,1.00,0,99999999,99999999,2024-12-27 13:27:07.192584+00,54,619,103
264,18452.70,0.00,0.00,0,1.00,1.00,0,99999999,9952,2024-12-09 22:16:56.06547+00,48,549,60
288,4926.00,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-11-12 14:03:01.796767+00,51,76,68
268,15584.00,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-11-05 14:45:18.344117+00,49,438,63
270,24375.00,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-11-05 14:45:18.354723+00,49,440,63
273,24375.00,0.00,0.00,0,1.00,1.00,0,99999999,1000,2024-11-05 14:58:54.334411+00,49,450,64
274,20526.00,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-11-05 15:00:21.821781+00,49,495,65
275,12962.00,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-11-05 15:00:21.826384+00,49,521,65
289,5421.00,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-11-12 14:03:01.803503+00,51,79,68
290,6242.00,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-11-12 14:03:01.809728+00,51,72,68
291,7004.00,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-11-12 14:03:01.816391+00,51,71,68
283,12937.00,0.00,0.00,0,1.00,1.00,0,99999999,1000,2024-11-06 14:22:32.137083+00,49,589,63
284,12937.00,0.00,0.00,0,1.00,1.00,0,99999999,1000,2024-11-06 14:24:26.768848+00,49,469,64
285,12937.00,0.00,0.00,0,1.00,1.00,0,99999999,1000,2024-11-06 14:24:26.776768+00,49,471,64
292,9417.00,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-11-12 14:03:01.822089+00,51,73,68
293,5230.00,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-11-12 14:03:01.827711+00,51,70,68
294,11739.00,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-11-12 14:03:01.83452+00,51,74,68
313,22865.20,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-12-11 17:11:09.596572+00,55,625,78
265,26975.70,0.00,0.00,0,1.00,1.00,0,99999999,9788,2024-12-11 20:19:17.160658+00,48,547,60
298,5750.52,0.00,0.00,0,1.00,1.00,0,99999999,966,2024-12-13 22:51:39.118378+00,52,315,69
235,14228.60,0.00,0.00,0,1.00,1.00,0,99999999,984,2024-11-20 12:04:04.274623+00,43,336,52
238,13096.20,0.00,0.00,0,1.00,1.00,0,99999999,971,2024-11-20 12:04:04.288481+00,43,350,52
269,15584.00,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-11-20 13:40:48.211801+00,49,437,63
272,24437.00,0.00,0.00,0,1.00,1.00,0,99999999,1000,2024-11-20 13:41:14.277045+00,49,470,64
276,31091.00,0.00,0.00,0,1.00,1.00,1,99999999,9994,2024-11-23 21:31:55.464299+00,50,75,66
277,38705.00,0.00,0.00,0,1.00,1.00,1,99999999,9990,2024-11-23 21:31:55.469313+00,50,77,66
278,51808.00,0.00,0.00,0,1.00,1.00,1,99999999,9993,2024-11-23 21:31:55.472393+00,50,78,66
307,7485.40,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-11-29 15:46:03.15444+00,55,622,75
279,5798.00,0.00,0.00,0,1.00,1.00,0,99999999,9990,2024-11-23 21:31:55.484687+00,50,63,67
282,24437.00,0.00,0.00,0,1.00,1.00,0,99999999,1000,2024-11-12 15:28:14.813581+00,49,588,63
271,24437.00,0.00,0.00,0,1.00,1.00,0,99999999,1000,2024-11-12 15:28:34.476416+00,49,467,64
236,5293.02,0.00,0.00,0,1.00,1.00,0,99999999,991,2024-11-19 21:13:31.038194+00,43,335,52
281,18973.00,0.00,0.00,0,1.00,1.00,0,99999999,9978,2024-11-23 21:31:55.490461+00,50,65,67
393,10340.40,0.00,0.00,0,1.00,1.00,0,99999999,9999,2025-03-25 14:11:30.101659+00,62,309,115
371,11550.00,0.00,0.00,0,1.00,1.00,0,99999999,9990,2025-02-09 15:53:36.487523+00,62,339,107
286,9341.05,0.00,0.00,0,1.00,1.00,0,99999999,968,2024-12-02 17:00:43.018612+00,46,137,57
245,6770.86,0.00,0.00,0,1.00,1.00,0,99999999,893,2025-01-27 15:03:40.231481+00,45,163,55
429,25838.00,0.00,0.00,0,1.00,1.00,0,99999999,1000,2025-03-06 15:39:30.746549+00,70,440,122
319,4182.67,0.00,0.00,0,1.00,1.00,0,99999999,9995,2024-12-14 16:18:46.41065+00,56,140,80
310,22865.20,0.00,0.00,0,1.00,1.00,0,99999999,1000,2024-12-04 16:08:51.253728+00,55,625,75
318,10193.00,0.00,0.00,0,1.00,1.00,0,99999999,9987,2024-12-30 15:55:44.119524+00,56,193,79
420,25903.00,0.00,0.00,0,1.00,1.00,0,99999999,1000,2025-02-27 15:14:13.182204+00,59,588,99
421,13714.00,0.00,0.00,0,1.00,1.00,0,99999999,1000,2025-02-27 15:14:13.189433+00,59,589,99
437,2709.66,0.00,0.00,0,1.00,1.00,45,99999999,1000,2025-03-10 13:10:04.018506+00,71,609,124
326,30256.00,0.00,0.00,0,1.00,1.00,0,99999999,9999,2025-03-13 15:47:58.723085+00,57,54,84
316,6015.64,0.00,0.00,0,1.00,1.00,0,99999999,9890,2024-12-30 19:19:14.467092+00,56,191,79
317,8121.12,0.00,0.00,0,1.00,1.00,0,99999999,9919,2024-12-30 19:19:14.473074+00,56,192,79
308,2709.66,0.00,0.00,0,1.00,1.00,0,99999999,10000,2024-11-29 15:47:52.360163+00,55,609,76
263,13481.90,0.00,0.00,0,1.00,1.00,0,99999999,9949,2024-12-09 22:16:56.057232+00,48,546,60
314,4935.35,0.00,0.00,0,1.00,1.00,0,99999999,9959,2024-12-30 22:01:54.94442+00,56,188,79
315,5363.95,0.00,0.00,0,1.00,1.00,0,99999999,9825,2024-12-30 22:01:54.950148+00,56,189,79
328,28814.00,0.00,0.00,0,1.00,1.00,0,99999999,999,2025-03-13 15:47:58.728609+00,57,57,84
407,8720.00,0.00,0.00,0,1.00,1.00,0,99999999,970,2025-07-21 13:55:44.428517+00,65,777,116
368,71445.00,0.00,0.00,0,1.00,1.00,0,99999999,9987,2025-05-26 16:09:58.268788+00,61,6,105
528,12096.00,0.00,0.00,0,0.00,0.00,0,99999999,1000,2025-06-23 14:49:27.383936+00,90,594,152
475,0.00,0.00,0.00,0,0.00,0.00,0,99999999,99999999,2025-05-13 16:09:22.476825+00,80,773,139
247,8465.56,0.00,0.00,0,1.00,1.00,0,99999999,877,2025-01-14 16:39:59.421318+00,45,136,56
476,0.00,0.00,0.00,0,0.00,0.00,0,99999999,99999999,2025-05-13 16:09:22.480159+00,80,770,139
412,16170.00,0.00,0.00,0,1.00,1.00,0,99999999,99530,2025-05-28 05:00:16.812153+00,66,773,117
305,2709.66,0.00,0.00,0,1.00,1.00,0,99999999,9800,2024-12-26 15:03:03.747692+00,54,609,74
266,8866.66,0.00,0.00,0,1.00,1.00,0,99999999,9335,2024-12-11 20:19:17.187811+00,48,569,61
